#	startTime:1560827836715
#	SiteID:5cd56b90e2acfd2d33b5e33f	SiteName:凯德龙之梦购物中心(莘庄店)	FloorId:5cd56b92e2acfd2d33b5e801	FloorName:B1
#	Brand:vivo	Model:vivo X20A	AndroidName:8.1.0	APILevel:27	
#	type:1	name:BMI160 Accelerometer	version:2061700	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:78.4532
#	type:4	name:BMI160 Gyroscope	version:2061700	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.1	power:0.24	maximumRange:4900.0
#	VersionName:v20190612-nightly	VersionCode:263	
1560827836715	TYPE_WAYPOINT	154.95341	86.22904
1560827836881	TYPE_WIFI	de4da44e7e39918219f32c83e5d6b1bd5b3efc05	78b12842ec6e846fc62982f1440c2bdd255a43ed	-63	2412	1560827836209
1560827836881	TYPE_WIFI	af12c232e54f17774dd029b9ea4c0f421d07eae0	49e5f0c7407cec16d77824b1b6e24736f2c96c56	-74	2447	1560827833487
1560827836881	TYPE_WIFI	bf24cab3da503ab51b2e1d6fb383f6e512e699c9	79df153b9431c3fa06c187d9965cd89a513e97b7	-83	2472	1560827823694
1560827836881	TYPE_WIFI	a39f7616b9bb60d3c3fd2bcdcc6e09f4ce6a8cb1	26e85b409b60911f2fe6a0305fa23e146d349f31	-73	5240	1560827836218
1560827836881	TYPE_WIFI	c22ff69353bfe862e81860d82e98b0cb85b1049b	dcd8e65c120c0c57dfe647aa4cac7b7418d2f19c	-72	5240	1560827836219
1560827836881	TYPE_WIFI	e6427457497fe0f4f93a7334d2203b8e17ee82df	018e94afeb0d2bcf76f3121022b975f599390892	-72	5240	1560827836219
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	0eca775e839aefa14de2105dc691da1f83bb9a7f	-80	2427	1560827826270
1560827836881	TYPE_WIFI	de4da44e7e39918219f32c83e5d6b1bd5b3efc05	a893271984ea16d18600356504c4e11eae817654	-65	2412	1560827836218
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	3a30a21835601b3a40dd95ffc988eecc1b276e06	-57	2412	1560827836194
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	81c94ef725535408188e0622571f117ed182cd93	-79	5785	1560827836311
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	13e2d2591acf732c4798b602827e885a8bcacf2d	-58	2462	1560827836623
1560827836881	TYPE_WIFI	b29a4bcb82e4b78659a5b3e24b4d53a85b843581	ca2c78ca08521f141688a65a3b41ff1888f39c86	-60	2462	1560827836623
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	c133c7b9a3735595ef8326d1bf098b52f54b6cc9	-49	2437	1560827836404
1560827836881	TYPE_WIFI	66014e62b1b8163c7b6bb70e7f8fce33d49bff08	8c5897863feb2ee368081982b064738b717b2d32	-64	2462	1560827836617
1560827836881	TYPE_WIFI	95f79672dfbf35ce576a6c6156310f48d04edc4b	03e6afa8ed293352d2ab7eec5520a32c40c217c0	-79	2472	1560827827983
1560827836881	TYPE_WIFI	140a49d2a8e71dfd2fd81d81e5ebbcb2a136b228	f62c81e760c8d5fe1fb8cb89458a312af7da709a	-78	2472	1560827812040
1560827836881	TYPE_WIFI	5eddd2b748b50cbfa67d90f0ef019e6e822e38f5	beaf8347b74c4b778165f9874580672cf546118b	-79	5825	1560827836347
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	6280709a991598ef78eb13187c12fa4aec575176	-83	5745	1560827832460
1560827836881	TYPE_WIFI	95f79672dfbf35ce576a6c6156310f48d04edc4b	b694e15a9ba1808a66743659f1a852e3d2339e80	-74	2442	1560827824961
1560827836881	TYPE_WIFI	95f79672dfbf35ce576a6c6156310f48d04edc4b	742b6d8ed22274571106970a07657f7514cabe93	-67	2422	1560827833277
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	4aec140232e1a16fd880c4d169d15fde90beaf84	-86	5785	1560827836290
1560827836881	TYPE_WIFI	de4da44e7e39918219f32c83e5d6b1bd5b3efc05	da3dd888f5a43f90b7563c55ed3d180ea21aad2c	-68	2412	1560827836204
1560827836881	TYPE_WIFI	140a49d2a8e71dfd2fd81d81e5ebbcb2a136b228	63b5a2e466b9578649abc840064b951984576e12	-73	2442	1560827826396
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	184a14b447a0e9b53fa2617085068134eb4701ec	-79	5785	1560827836309
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	47c577683f36d973b7451e8482ecba686b3de1a0	-62	2437	1560827832595
1560827836881	TYPE_WIFI	c22ff69353bfe862e81860d82e98b0cb85b1049b	4e228c7e6e26e40d5f5e58bee163fe9856cb2e4c	-54	2462	1560827836625
1560827836881	TYPE_WIFI	e6427457497fe0f4f93a7334d2203b8e17ee82df	c0c2ec4923b50f562cf73a27144ddea1038340ed	-53	2462	1560827836613
1560827836881	TYPE_WIFI	95f79672dfbf35ce576a6c6156310f48d04edc4b	24d25d93540482f2474f6234899ef4319b6ef85d	-70	2467	1560827836667
1560827836881	TYPE_WIFI	140a49d2a8e71dfd2fd81d81e5ebbcb2a136b228	98cdfabed572f238908c31fd47522d81c7856297	-73	2467	1560827825144
1560827836881	TYPE_WIFI	b29a4bcb82e4b78659a5b3e24b4d53a85b843581	855dc7e02d3e2e0112ceaceb18a6caeeb740f960	-67	2412	1560827827487
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	90d1e1a7f66973d830b6c7c31adb161f8be9225c	-68	2437	1560827827004
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	400edfc01b226e8059aa7567ea417c2ae38170bd	-88	5825	1560827822653
1560827836881	TYPE_WIFI	e06322aec0b42ec6fb0f9f322467efae4a429f22	64f51c26357b60def72ee20771334a70b5e57212	-61	2447	1560827836484
1560827836881	TYPE_WIFI	d410f9748173d7d666c9c5d35f94865a423359b5	8a8d5d61c1bee84322a031b9a93ea0184963b51d	-84	2472	1560827823696
1560827836881	TYPE_WIFI	45337d5483d9d33e54517ca7d4e173d2a3dd0169	1f6f0daddcc0604398f0a82a010ee9d73d745170	-84	5745	1560827836234
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	5e4051a50c48b117f2b867765c5dd5f71088351d	-85	5765	1560827833252
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	bad32c6120b8a06b1f618d29777595c0b46de61a	-74	2427	1560827820290
1560827836881	TYPE_WIFI	85ee3333ae7aec2c442e0855229b929200b1ff05	11435dd3964d56af6051fc2e81679b22edadda2b	-84	5745	1560827836234
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	9642585623ca100473611b706220368bbb473292	-83	5765	1560827836248
1560827836881	TYPE_WIFI	7afd36e430f0faf698179c99e1afb2cd1bc5942b	d19ce697cee014a22a8eece4d50531247ca89872	-83	5765	1560827836278
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	d2cd34ec415866b30a37daeaeb5cd312cb347340	-90	5805	1560827830907
1560827836881	TYPE_WIFI	7ce0359f12857f2a90c7de465f40a95f01cb5da9	edcf3498d463bb77b85826b364963c6875d02112	-68	2437	1560827830074
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	9a94f9ed2f62912de4540a8a007cf263a9686dad	-71	2437	1560827832571
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	39c9139c434c5219883440fd05f666f56b7afe99	-75	2427	1560827819498
1560827836881	TYPE_WIFI	e90b3805452e2c71bd7cd884a7ac32daedf4c2cc	3feee432d4cd25902068df366b7a2f56c6aa6f47	-73	2437	1560827824918
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	e30b15ced50620ed0c5917ee85221b0a00e6fa7c	-75	2437	1560827829270
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	9cfe34c057ef65e09775c0486566b3e25c594115	-77	2437	1560827831756
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	319aa97071e551335e61d614fe08050f8e49cb51	-56	2462	1560827830281
1560827836881	TYPE_WIFI	7afd36e430f0faf698179c99e1afb2cd1bc5942b	c4e7579cca42f056b43b4f83d7d25b776f2f17ef	-74	2472	1560827833650
1560827836881	TYPE_WIFI	36e846013603981e30c64737e072741ebbb81dc3	6bf3b19c9e010fe42b40cf91b93b48e84c7c7fe0	-73	2412	1560827826818
1560827836881	TYPE_WIFI	95f79672dfbf35ce576a6c6156310f48d04edc4b	10b6a46ec267e11bb5f03b1912123d5e648d7991	-91	5200	1560827833203
1560827836881	TYPE_WIFI	140a49d2a8e71dfd2fd81d81e5ebbcb2a136b228	bf263ae47f65d3594d263edb0af4f19187194696	-91	5200	1560827833203
1560827836881	TYPE_WIFI	8f67b57d0e9a79f1c31c09741eb0b541279865e7	cb1fa45b95e512df9d844f3613331c0f4470a464	-68	2447	1560827836468
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	caeec46bbad17960aef1f97b927f02705d193c76	-82	5765	1560827807430
1560827836881	TYPE_WIFI	a2f7f0642bb996ad39fd5500b088d47d330fbdeb	01f483eee38c2095a6bb3455acaffa9209724d51	-81	2412	1560827809511
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	224003cd0030a75eb34ea7dd8945b56f5a92f5aa	-69	2412	1560827833198
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	521d58f9c1515232edb9a771b20300fde732a6dc	-77	5805	1560827836333
1560827836881	TYPE_WIFI	1250273b97d41f74cc6c65f4a4f4054b2bf2e6e7	c13255e5018d22ddb666f78b317f9cdafc1b4faa	-71	2412	1560827813996
1560827836881	TYPE_WIFI	2241a80de9ceb4636760335eed9f913a0717f251	bb729846560340fd009e089287012df7d6c540b6	-81	2412	1560827810948
1560827836881	TYPE_WIFI	41407e577e97814dd6c80c676924db39cc32364d	5e2026695404e6726e4790644150c2faf5cf00d1	-86	2412	1560827812424
1560827836881	TYPE_WIFI	f3e839af0ab1e27f3220dd6455a5e41bf3f51b16	b6c57b7b87d04f5141dced14b960a4ef5d88b5cb	-91	5200	1560827812434
1560827836881	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	550aefc988a3ad751ed679f66c7e540742c8aec4	-80	2462	1560827812823
1560827836881	TYPE_WIFI	2bffb50fd4957321409954570267f152d2e5bd59	91b4080259ada244f13f9c0e7f78d9e9483e6864	-74	2462	1560827831932
1560827836881	TYPE_WIFI	39db40987727b4404daf02cef84642c6678851d3	394de5be1960c1a1e7c9f9e3ab13a89d3e01f5c6	-74	2412	1560827813208
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	7f3ca9eb9585d25829d5639df949f1edd65e116a	-88	5745	1560827813282
1560827836881	TYPE_WIFI	337a2a863257e369c3b1cdf9a63b7ff12ca74b43	5a05d4efea8302937ee0760234eee87af23ce57d	-82	2447	1560827814276
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	bc0afd9658cda60a6b5c44dcb8c9f74470a7293d	-76	2462	1560827815096
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	bbd3f9c96a0ad9e655c4567dd93e9aaded3f8eb1	-80	2437	1560827826350
1560827836881	TYPE_WIFI	839260e96e8f8eb9f58070d395911364fd96081d	30992f88276c97f1deec18979993b8f64e69da72	-80	2417	1560827827512
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	b1fd8ee399f68b44256f43e5b66d7a1d5032dec4	-65	2437	1560827819612
1560827836881	TYPE_WIFI	4abd3985ba804364272767c04cdc211615f77c56	893e99be437ce6a981a76b5d6c92c7f39e27bfe0	-76	2447	1560827825599
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	fda3518b774abb35d0913f6dbf462f646789e557	-86	5765	1560827820290
1560827836881	TYPE_WIFI	66984e4e6a12c005b6746b4cd1a18d130f15aeea	640d62625461761882fc633d7e6b23ae76c10637	-69	2462	1560827822813
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	c5c5ed176897082b7af66c026d413b75bf934978	-79	2462	1560827827906
1560827836881	TYPE_WIFI	498d6c3d57710bed04bd885b9055191b2a99b91d	76554da391c7f53f9784dc661cd516a2fa17ede2	-81	2412	1560827822413
1560827836881	TYPE_WIFI	61dff4044d5ee7b0041b8503643d4bdaf74fb2eb	4d15955ce44d6b547d0bd0800a810ba29ad050f9	-78	2417	1560827827506
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	d205fec8dc8bf562cffa3bad4ba655a3517f8d31	-90	5745	1560827832460
1560827836881	TYPE_WIFI	6353215c59e0adaee1fd56da804466ae679504dc	daed6aa468b3e3903e79367ba68474e6f84c97c0	-80	2462	1560827824312
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	1886cdd6d500b403d5442d7459aa5c6142cdf125	-72	2462	1560827827135
1560827836881	TYPE_WIFI	8fd0d89a33e8eea6310ad543d6212874f1a17665	fb91be9ca7f18251809635d72241dedc335df51a	-81	2462	1560827825718
1560827836881	TYPE_WIFI	69a096e809937744abb15afaf6271e8aadb1aac2	f61e52b2f269027248cb56232abe49ab0b9613f3	-72	2412	1560827828253
1560827836881	TYPE_WIFI	2bffb50fd4957321409954570267f152d2e5bd59	b613d0c1ffde00c66e6bf243ec895ef73eb192d8	-92	5180	1560827829031
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	b6b7da8bd039d014f7efd02d34e129e2f9da73ca	-82	5745	1560827829914
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	122f5c4fe8bc43924d7537ca5eca3268c9012589	-84	5805	1560827830025
1560827836881	TYPE_WIFI	9f9828a8343ad80f153b63f495ccf647d162e1f0	5b35957b08be4bef294583f751cad0fbc61fd450	-89	5180	1560827831509
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	8f272d9f7ed21f8e3bb0bc03c1daba5c2a5a2262	-86	5825	1560827830065
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	e410f3070f49b50509920f1b4d3399a5e0001cf5	-88	5825	1560827830082
1560827836881	TYPE_WIFI	dc5ffb83b8a0ddb30af78863b37ee4d01e2e56c6	f838c56496c02a56093cdaf22f10c09cfd6dc774	-76	2437	1560827830900
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	566622700151885a45a0f271ba6aea24c78fdf37	-86	5825	1560827831764
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	b75c45744360671b6dcc2d5e65a96dcb533a3dff	-85	5785	1560827833313
1560827836881	TYPE_WIFI	90a13d9926e0f11cb22ac9bb4d245a64ed87411c	5050bc95548a79b2d971f8ebedecabb2416411bb	-88	5825	1560827832606
1560827836881	TYPE_WIFI	becc9e8b3ba3e47981b0eb66db9afe07ad2bc114	2d7dde1eade1fd3cf00ca6df4b69a31cb7053d0a	-71	2462	1560827832793
1560827836881	TYPE_WIFI	4abd3985ba804364272767c04cdc211615f77c56	1aa45a5168021e52a312ac6c131d9003525b7d6c	-76	2412	1560827836226
1560827836874	TYPE_ACCELEROMETER	0.21069336	-0.08859253	9.603149
1560827836874	TYPE_MAGNETIC_FIELD	-5.16	25.56	-42.66
1560827836874	TYPE_GYROSCOPE	0.048934937	0.12976074	0.16708374
1560827836874	TYPE_ROTATION_VECTOR	6.203435E-9	-0.011030595	-0.07803059
1560827836874	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.88	43.8	-174.0
1560827836874	TYPE_GYROSCOPE_UNCALIBRATED	-0.042617798	-0.0154418945	0.19494629
1560827836874	TYPE_ACCELEROMETER_UNCALIBRATED	0.21069336	-0.08859253	9.603149
1560827836894	TYPE_ACCELEROMETER	0.28970337	-0.31604004	9.054871
1560827836894	TYPE_MAGNETIC_FIELD	-5.16	25.619999	-42.78
1560827836894	TYPE_GYROSCOPE	0.019104004	0.1068573	0.123931885
1560827836894	TYPE_ROTATION_VECTOR	-0.016524667	-0.014584445	-0.07499525
1560827836894	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.88	43.86	-174.12
1560827836894	TYPE_GYROSCOPE_UNCALIBRATED	0.048477173	0.12890625	0.16885376
1560827836894	TYPE_ACCELEROMETER_UNCALIBRATED	0.09576416	-0.4237671	8.477875
1560827836914	TYPE_ACCELEROMETER	0.09576416	-0.4237671	8.477875
1560827836914	TYPE_MAGNETIC_FIELD	-5.16	25.74	-42.899998
1560827836914	TYPE_GYROSCOPE	-0.2115326	-0.07585144	0.088256836
1560827836914	TYPE_ROTATION_VECTOR	-0.021724029	-0.003917058	-0.09353109
1560827836914	TYPE_MAGNETIC_FIELD_UNCALIBRATED	5.88	43.98	-174.23999
1560827836914	TYPE_GYROSCOPE_UNCALIBRATED	0.01864624	0.10600281	0.1257019
1560827836914	TYPE_ACCELEROMETER_UNCALIBRATED	-0.01675415	-0.30885315	9.131485
1560827836935	TYPE_ACCELEROMETER	-0.01675415	-0.30885315	9.131485
1560827836935	TYPE_MAGNETIC_FIELD	-4.98	25.92	-42.84
1560827836935	TYPE_GYROSCOPE	-0.39050293	-0.25587463	0.0818634
1560827836935	TYPE_ROTATION_VECTOR	-0.015631754	-3.917525E-6	-0.079530396
1560827836935	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.06	44.16	-174.18
1560827836935	TYPE_GYROSCOPE_UNCALIBRATED	-0.21199036	-0.07670593	0.090026855
1560827836935	TYPE_ACCELEROMETER_UNCALIBRATED	0.26576233	-0.23223877	10.204086
1560827836955	TYPE_ACCELEROMETER	0.26576233	-0.23223877	10.204086
1560827836955	TYPE_MAGNETIC_FIELD	-5.04	26.039999	-42.84
1560827836955	TYPE_GYROSCOPE	-0.34095764	-0.275589	0.030197144
1560827836955	TYPE_ROTATION_VECTOR	-0.009528181	-0.012317532	-0.053008325
1560827836955	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.0	44.28	-174.18
1560827836955	TYPE_GYROSCOPE_UNCALIBRATED	-0.3909607	-0.25672913	0.08363342
1560827836955	TYPE_ACCELEROMETER_UNCALIBRATED	0.26576233	-0.23223877	10.204086
1560827836975	TYPE_ACCELEROMETER	0.3615265	-0.12210083	10.71405
1560827836975	TYPE_MAGNETIC_FIELD	-5.04	26.22	-42.899998
1560827836975	TYPE_GYROSCOPE	-0.08796692	-0.07531738	-0.026275635
1560827836975	TYPE_ROTATION_VECTOR	-0.013716797	-0.015116214	-0.052345145
1560827836975	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.0	44.46	-174.23999
1560827836975	TYPE_GYROSCOPE_UNCALIBRATED	-0.3414154	-0.27644348	0.031967163
1560827836975	TYPE_ACCELEROMETER_UNCALIBRATED	0.1771698	0.18914795	10.046066
1560827836996	TYPE_ACCELEROMETER	0.1771698	0.18914795	10.046066
1560827836996	TYPE_MAGNETIC_FIELD	-5.04	26.46	-42.96
1560827836996	TYPE_GYROSCOPE	0.09739685	0.10418701	-0.035339355
1560827836996	TYPE_ROTATION_VECTOR	-0.016072981	-0.016945636	-0.052393433
1560827836996	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.0	44.699997	-174.29999
1560827836996	TYPE_GYROSCOPE_UNCALIBRATED	-0.08842468	-0.076171875	-0.024505615
1560827836996	TYPE_ACCELEROMETER_UNCALIBRATED	0.1771698	0.18914795	10.046066
1560827837016	TYPE_ACCELEROMETER	0.1484375	0.3902588	8.583206
1560827837016	TYPE_MAGNETIC_FIELD	-5.04	26.22	-42.899998
1560827837016	TYPE_GYROSCOPE	0.0063171387	0.08981323	-0.049179077
1560827837016	TYPE_ROTATION_VECTOR	-0.015750859	-0.016591212	-0.052761186
1560827837016	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.0	44.46	-174.23999
1560827837016	TYPE_GYROSCOPE_UNCALIBRATED	0.09693909	0.10333252	-0.033569336
1560827837016	TYPE_ACCELEROMETER_UNCALIBRATED	0.1484375	0.3902588	8.583206
1560827837036	TYPE_ACCELEROMETER	0.1197052	0.37828064	8.147461
1560827837036	TYPE_MAGNETIC_FIELD	-4.8599997	26.46	-42.899998
1560827837036	TYPE_GYROSCOPE	-0.2083435	-0.026306152	-0.08166504
1560827837036	TYPE_ROTATION_VECTOR	-0.0148410695	-0.015498759	-0.05312762
1560827837036	TYPE_MAGNETIC_FIELD_UNCALIBRATED	6.1800003	44.699997	-174.23999
